priority,bucket,recommended_action,product_id,channel,offer_id,reconciliation_offer_id,title,source,availability,item_group_id,gtin_present,mpn,exact_sku_match,exact_variant_match,product_id_match,gtin_barcode_match,mpn_match,has_local_and_online_normalized_counterpart,evidence,approval_status
P0,online_unmatched_possible_stale,investigate_stale_or_wrong_online_item_preview,online:pt:BR:1095700719253484391,online,1095700719253484391,1095700719253484391,42.5,crawl,in stock,,False,,False,False,False,False,False,False,merchant_item_level_issues,preview_only_no_write
P0,online_unmatched_possible_stale,investigate_stale_or_wrong_online_item_preview,online:pt:BR:10964298058642879571,online,10964298058642879571,10964298058642879571,44,crawl,in stock,,False,,False,False,False,False,False,False,merchant_item_level_issues,preview_only_no_write
P0,online_unmatched_possible_stale,investigate_stale_or_wrong_online_item_preview,online:pt:BR:11064332150580902720,online,11064332150580902720,11064332150580902720,40,crawl,out of stock,,True,,False,False,False,False,False,False,merchant_item_level_issues,preview_only_no_write
P0,online_unmatched_possible_stale,investigate_stale_or_wrong_online_item_preview,online:pt:BR:1113702393165161260,online,1113702393165161260,1113702393165161260,37,crawl,in stock,,False,,False,False,False,False,False,False,merchant_item_level_issues,preview_only_no_write
P0,online_unmatched_possible_stale,investigate_stale_or_wrong_online_item_preview,online:pt:BR:11155759485124230902,online,11155759485124230902,11155759485124230902,G/l,crawl,out of stock,,False,,False,False,False,False,False,False,merchant_item_level_issues,preview_only_no_write
P0,online_unmatched_possible_stale,investigate_stale_or_wrong_online_item_preview,online:pt:BR:11252184373683873935,online,11252184373683873935,11252184373683873935,45,crawl,in stock,,True,,False,False,False,False,False,False,merchant_item_level_issues,preview_only_no_write
P0,online_unmatched_possible_stale,investigate_stale_or_wrong_online_item_preview,online:pt:BR:11288575251658071454,online,11288575251658071454,11288575251658071454,41,crawl,in stock,,True,,False,False,False,False,False,False,merchant_item_level_issues,preview_only_no_write
P0,online_unmatched_possible_stale,investigate_stale_or_wrong_online_item_preview,online:pt:BR:11314165610362543496,online,11314165610362543496,11314165610362543496,40,crawl,in stock,,True,,False,False,False,False,False,False,merchant_item_level_issues,preview_only_no_write
P0,online_unmatched_possible_stale,investigate_stale_or_wrong_online_item_preview,online:pt:BR:11314792792398542744,online,11314792792398542744,11314792792398542744,Moletom Oversized Nylon Fear of God Essentials Jet Black Preto,crawl,in stock,,False,,False,False,False,False,False,False,merchant_destination_not_approved;merchant_item_level_issues,preview_only_no_write
P0,online_unmatched_possible_stale,investigate_stale_or_wrong_online_item_preview,online:pt:BR:11362592317382846242,online,11362592317382846242,11362592317382846242,Oculos de Sol Balenciaga BB0231S-005 Branco,crawl,in stock,,False,,False,False,False,False,False,False,merchant_item_level_issues,preview_only_no_write
P0,online_unmatched_possible_stale,investigate_stale_or_wrong_online_item_preview,online:pt:BR:11370243315470770424,online,11370243315470770424,11370243315470770424,40,crawl,in stock,,True,,False,False,False,False,False,False,merchant_item_level_issues,preview_only_no_write
P0,online_unmatched_possible_stale,investigate_stale_or_wrong_online_item_preview,online:pt:BR:11559599434789926545,online,11559599434789926545,11559599434789926545,38,crawl,in stock,,False,,False,False,False,False,False,False,merchant_item_level_issues,preview_only_no_write
P0,online_unmatched_possible_stale,investigate_stale_or_wrong_online_item_preview,online:pt:BR:11589248076431029294,online,11589248076431029294,11589248076431029294,38,crawl,in stock,,True,,False,False,False,False,False,False,merchant_item_level_issues,preview_only_no_write
P0,online_unmatched_possible_stale,investigate_stale_or_wrong_online_item_preview,online:pt:BR:11766943576399902599,online,11766943576399902599,11766943576399902599,42,crawl,in stock,,True,,False,False,False,False,False,False,merchant_item_level_issues,preview_only_no_write
P0,online_unmatched_possible_stale,investigate_stale_or_wrong_online_item_preview,online:pt:BR:11803058060859929670,online,11803058060859929670,11803058060859929670,41,crawl,in stock,,True,,False,False,False,False,False,False,merchant_item_level_issues,preview_only_no_write
P0,online_unmatched_possible_stale,investigate_stale_or_wrong_online_item_preview,online:pt:BR:11806875313375187771,online,11806875313375187771,11806875313375187771,L/g,crawl,in stock,,False,,False,False,False,False,False,False,merchant_destination_not_approved;merchant_item_level_issues,preview_only_no_write
P0,online_unmatched_possible_stale,investigate_stale_or_wrong_online_item_preview,online:pt:BR:11810372920072143991,online,11810372920072143991,11810372920072143991,Calça Saint Studio Wide Alfaiataria Preto,crawl,in stock,,False,,False,False,False,False,False,False,merchant_destination_not_approved;merchant_item_level_issues,preview_only_no_write
P0,online_unmatched_possible_stale,investigate_stale_or_wrong_online_item_preview,online:pt:BR:11876327189768735529,online,11876327189768735529,11876327189768735529,41,crawl,in stock,,True,,False,False,False,False,False,False,merchant_item_level_issues,preview_only_no_write
P0,online_unmatched_possible_stale,investigate_stale_or_wrong_online_item_preview,online:pt:BR:11879393049521878847,online,11879393049521878847,11879393049521878847,35,crawl,in stock,,True,,False,False,False,False,False,False,merchant_item_level_issues,preview_only_no_write
