packet_id,status,url,page_type,score,current_title_chars,proposed_title_chars,current_meta_chars,proposed_meta_chars,recent_units,combined_revenue
lk-seo-cro-p1-2026-05-18-01,needs_approval,https://lksneakers.com.br/collections/onitsuka-tiger-todos-os-modelos,collection,100,38,38,124,124,100,1773432.62
lk-seo-cro-p1-2026-05-18-02,needs_approval,https://lksneakers.com.br/collections/new-balance-204l,collection,100,40,40,126,126,30,941371.37
lk-seo-cro-p1-2026-05-18-03,needs_approval,https://lksneakers.com.br/collections/air-jordan-travis-scott,collection,100,47,47,133,133,2,154448.68
lk-seo-cro-p1-2026-05-18-04,needs_approval,https://lksneakers.com.br/collections/lululemon,collection,100,33,33,119,119,5,56649.54
lk-seo-cro-p1-2026-05-18-05,needs_approval,https://lksneakers.com.br/collections/adidas-samba-jane,collection,100,41,41,127,127,5,319347.51
lk-seo-cro-p1-2026-05-18-06,needs_approval,https://lksneakers.com.br/products/tenis-onitsuka-tiger-mexico-66-kill-bill-amarelo,pdp,100,89,56,152,152,19,254398.94
lk-seo-cro-p1-2026-05-18-07,needs_approval,https://lksneakers.com.br/collections/onitsuka-tiger-mexico-66,collection,98,48,48,134,134,94,1727732.8
lk-seo-cro-p1-2026-05-18-08,needs_approval,https://lksneakers.com.br/collections/nike-mind-001,collection,98,37,37,105,105,12,395358.75
