old_product_id_to_delete,old_offer_id,correct_existing_product_id_to_keep,correct_offer_id,title,evidence,preview_status
online:pt:BR:FY4567-35,FY4567-35,online:pt:BR:FY4567-35,FY4567-35,Tênis Yeezy Foam Runner Sand Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:FY4567-36,FY4567-36,online:pt:BR:FY4567-36,FY4567-36,Tênis Yeezy Foam Runner Sand Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:FY4567-37,FY4567-37,online:pt:BR:FY4567-37,FY4567-37,Tênis Yeezy Foam Runner Sand Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:FY4567-38,FY4567-38,online:pt:BR:FY4567-38,FY4567-38,Tênis Yeezy Foam Runner Sand Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:FY4567-39,FY4567-39,online:pt:BR:FY4567-39,FY4567-39,Tênis Yeezy Foam Runner Sand Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:FY4567-40,FY4567-40,online:pt:BR:FY4567-40,FY4567-40,Tênis Yeezy Foam Runner Sand Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:FY4567-40.5,FY4567-40.5,online:pt:BR:FY4567-40.5,FY4567-40.5,Tênis Yeezy Foam Runner Sand Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:FY4567-41,FY4567-41,online:pt:BR:FY4567-41,FY4567-41,Tênis Yeezy Foam Runner Sand Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:FY4567-42,FY4567-42,online:pt:BR:FY4567-42,FY4567-42,Tênis Yeezy Foam Runner Sand Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:FY4567-42.5,FY4567-42.5,online:pt:BR:FY4567-42.5,FY4567-42.5,Tênis Yeezy Foam Runner Sand Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:FY4567-43,FY4567-43,online:pt:BR:FY4567-43,FY4567-43,Tênis Yeezy Foam Runner Sand Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:FY4567-44,FY4567-44,online:pt:BR:FY4567-44,FY4567-44,Tênis Yeezy Foam Runner Sand Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:FY4567-45,FY4567-45,online:pt:BR:FY4567-45,FY4567-45,Tênis Yeezy Foam Runner Sand Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:FZ3775-133,FZ3775-133,online:pt:BR:FZ3775-133,FZ3775-133,Tênis Nike Dunk Low Give Her Flowers Branco,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:FZ5897-34,FZ5897-34,online:pt:BR:FZ5897-34,FZ5897-34,Tênis Yeezy Slide Boné Branco,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:FZ5897-35,FZ5897-35,online:pt:BR:FZ5897-35,FZ5897-35,Tênis Yeezy Slide Boné Branco,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:FZ5897-36,FZ5897-36,online:pt:BR:FZ5897-36,FZ5897-36,Tênis Yeezy Slide Boné Branco,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:FZ5897-37,FZ5897-37,online:pt:BR:FZ5897-37,FZ5897-37,Tênis Yeezy Slide Boné Branco,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:FZ5897-38,FZ5897-38,online:pt:BR:FZ5897-38,FZ5897-38,Tênis Yeezy Slide Boné Branco,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:FZ5897-39,FZ5897-39,online:pt:BR:FZ5897-39,FZ5897-39,Tênis Yeezy Slide Boné Branco,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:FZ5897-4,FZ5897-4,online:pt:BR:FZ5897-4,FZ5897-4,Tênis Yeezy Slide Boné Branco,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:FZ5897-40,FZ5897-40,online:pt:BR:FZ5897-40,FZ5897-40,Tênis Yeezy Slide Boné Branco,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:FZ5897-40.5,FZ5897-40.5,online:pt:BR:FZ5897-40.5,FZ5897-40.5,Tênis Yeezy Slide Boné Branco,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:FZ5897-41,FZ5897-41,online:pt:BR:FZ5897-41,FZ5897-41,Tênis Yeezy Slide Boné Branco,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:FZ5897-42,FZ5897-42,online:pt:BR:FZ5897-42,FZ5897-42,Tênis Yeezy Slide Boné Branco,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:FZ5897-42.5,FZ5897-42.5,online:pt:BR:FZ5897-42.5,FZ5897-42.5,Tênis Yeezy Slide Boné Branco,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:FZ5897-43,FZ5897-43,online:pt:BR:FZ5897-43,FZ5897-43,Tênis Yeezy Slide Boné Branco,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:FZ5897-45,FZ5897-45,online:pt:BR:FZ5897-45,FZ5897-45,Tênis Yeezy Slide Boné Branco,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:FZ5897-451,FZ5897-451,online:pt:BR:FZ5897-451,FZ5897-451,Tênis Yeezy Slide Boné Branco,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GW1931-14,GW1931-14,online:pt:BR:GW1931-14,GW1931-14,Tênis Yeezy Slide Ochre Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GW1931-15,GW1931-15,online:pt:BR:GW1931-15,GW1931-15,Tênis Yeezy Slide Ochre Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GW1931-16,GW1931-16,online:pt:BR:GW1931-16,GW1931-16,Tênis Yeezy Slide Ochre Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GW1931-18,GW1931-18,online:pt:BR:GW1931-18,GW1931-18,Tênis Yeezy Slide Ochre Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GW1931-19,GW1931-19,online:pt:BR:GW1931-19,GW1931-19,Tênis Yeezy Slide Ochre Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GW1931-34,GW1931-34,online:pt:BR:GW1931-34,GW1931-34,Tênis Yeezy Slide Ochre Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GW1931-34.5,GW1931-34.5,online:pt:BR:GW1931-34.5,GW1931-34.5,Tênis Yeezy Slide Ochre Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GW1931-35,GW1931-35,online:pt:BR:GW1931-35,GW1931-35,Tênis Yeezy Slide Ochre Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GW1931-36,GW1931-36,online:pt:BR:GW1931-36,GW1931-36,Tênis Yeezy Slide Ochre Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GW1931-37,GW1931-37,online:pt:BR:GW1931-37,GW1931-37,Tênis Yeezy Slide Ochre Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GW1931-38,GW1931-38,online:pt:BR:GW1931-38,GW1931-38,Tênis Yeezy Slide Ochre Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GW1931-39,GW1931-39,online:pt:BR:GW1931-39,GW1931-39,Tênis Yeezy Slide Ochre Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GW1931-40,GW1931-40,online:pt:BR:GW1931-40,GW1931-40,Tênis Yeezy Slide Ochre Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GW1931-40.5,GW1931-40.5,online:pt:BR:GW1931-40.5,GW1931-40.5,Tênis Yeezy Slide Ochre Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GW1931-41,GW1931-41,online:pt:BR:GW1931-41,GW1931-41,Tênis Yeezy Slide Ochre Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GW1931-42,GW1931-42,online:pt:BR:GW1931-42,GW1931-42,Tênis Yeezy Slide Ochre Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GW1931-43,GW1931-43,online:pt:BR:GW1931-43,GW1931-43,Tênis Yeezy Slide Ochre Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GW1931-44,GW1931-44,online:pt:BR:GW1931-44,GW1931-44,Tênis Yeezy Slide Ochre Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GW1931-45,GW1931-45,online:pt:BR:GW1931-45,GW1931-45,Tênis Yeezy Slide Ochre Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GX4472-11,GX4472-11,online:pt:BR:GX4472-11,GX4472-11,Tênis Yeezy Foam Runner Stone Sage Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GX4472-12,GX4472-12,online:pt:BR:GX4472-12,GX4472-12,Tênis Yeezy Foam Runner Stone Sage Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GX4472-14,GX4472-14,online:pt:BR:GX4472-14,GX4472-14,Tênis Yeezy Foam Runner Stone Sage Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GX4472-15,GX4472-15,online:pt:BR:GX4472-15,GX4472-15,Tênis Yeezy Foam Runner Stone Sage Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GX4472-16,GX4472-16,online:pt:BR:GX4472-16,GX4472-16,Tênis Yeezy Foam Runner Stone Sage Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GX4472-19,GX4472-19,online:pt:BR:GX4472-19,GX4472-19,Tênis Yeezy Foam Runner Stone Sage Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GX4472-20,GX4472-20,online:pt:BR:GX4472-20,GX4472-20,Tênis Yeezy Foam Runner Stone Sage Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GX4472-21,GX4472-21,online:pt:BR:GX4472-21,GX4472-21,Tênis Yeezy Foam Runner Stone Sage Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GX4472-34,GX4472-34,online:pt:BR:GX4472-34,GX4472-34,Tênis Yeezy Foam Runner Stone Sage Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GX4472-34.5,GX4472-34.5,online:pt:BR:GX4472-34.5,GX4472-34.5,Tênis Yeezy Foam Runner Stone Sage Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GX4472-35,GX4472-35,online:pt:BR:GX4472-35,GX4472-35,Tênis Yeezy Foam Runner Stone Sage Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GX4472-36,GX4472-36,online:pt:BR:GX4472-36,GX4472-36,Tênis Yeezy Foam Runner Stone Sage Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GX4472-37,GX4472-37,online:pt:BR:GX4472-37,GX4472-37,Tênis Yeezy Foam Runner Stone Sage Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GX4472-38,GX4472-38,online:pt:BR:GX4472-38,GX4472-38,Tênis Yeezy Foam Runner Stone Sage Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GX4472-39,GX4472-39,online:pt:BR:GX4472-39,GX4472-39,Tênis Yeezy Foam Runner Stone Sage Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GX4472-40,GX4472-40,online:pt:BR:GX4472-40,GX4472-40,Tênis Yeezy Foam Runner Stone Sage Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GX4472-40.5,GX4472-40.5,online:pt:BR:GX4472-40.5,GX4472-40.5,Tênis Yeezy Foam Runner Stone Sage Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GX4472-41,GX4472-41,online:pt:BR:GX4472-41,GX4472-41,Tênis Yeezy Foam Runner Stone Sage Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GX4472-42,GX4472-42,online:pt:BR:GX4472-42,GX4472-42,Tênis Yeezy Foam Runner Stone Sage Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GX4472-42.5,GX4472-42.5,online:pt:BR:GX4472-42.5,GX4472-42.5,Tênis Yeezy Foam Runner Stone Sage Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GX4472-43,GX4472-43,online:pt:BR:GX4472-43,GX4472-43,Tênis Yeezy Foam Runner Stone Sage Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:GY0042,GY0042,online:pt:BR:GY0042,GY0042,Tênis Adidas Campus 00s Crystal White Branco,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:HF8828100,HF8828100,online:pt:BR:HF8828100,HF8828100,Tênis Nike Air Jordan 1 Low x Paris Saint Germain Sail and Off Noir Preto,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:HP7870-7,HP7870-7,online:pt:BR:HP7870-7,HP7870-7,Tênis Yeezy Boost 350 V2 Slate Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ID2056-2,ID2056-2,online:pt:BR:ID2056-2,ID2056-2,Tênis adidas Samba Og Night Navy Gum Azul Marinho,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ID4133-1,ID4133-1,online:pt:BR:ID4133-1,ID4133-1,Tênis Yeezy Slide Azure Azul,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ID4133-2,ID4133-2,online:pt:BR:ID4133-2,ID4133-2,Tênis Yeezy Slide Azure Azul,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ID4133-3,ID4133-3,online:pt:BR:ID4133-3,ID4133-3,Tênis Yeezy Slide Azure Azul,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ID4133-4,ID4133-4,online:pt:BR:ID4133-4,ID4133-4,Tênis Yeezy Slide Azure Azul,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ID4133-5,ID4133-5,online:pt:BR:ID4133-5,ID4133-5,Tênis Yeezy Slide Azure Azul,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ID4133-6,ID4133-6,online:pt:BR:ID4133-6,ID4133-6,Tênis Yeezy Slide Azure Azul,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ID4133-7,ID4133-7,online:pt:BR:ID4133-7,ID4133-7,Tênis Yeezy Slide Azure Azul,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ID4133-8,ID4133-8,online:pt:BR:ID4133-8,ID4133-8,Tênis Yeezy Slide Azure Azul,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ID4133-9,ID4133-9,online:pt:BR:ID4133-9,ID4133-9,Tênis Yeezy Slide Azure Azul,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ID9065,ID9065,online:pt:BR:ID9065,ID9065,Tênis adidas Samba x Humanrace Core Black Cinza,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:IE1058-3,IE1058-3,online:pt:BR:IE1058-3,IE1058-3,"Tênis adidas Gazelle Indor ""Beam Pink Solar Red"" Rosa",correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:IE1058-4,IE1058-4,online:pt:BR:IE1058-4,IE1058-4,"Tênis adidas Gazelle Indor ""Beam Pink Solar Red"" Rosa",correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:IE5836-6,IE5836-6,online:pt:BR:IE5836-6,IE5836-6,"Tênis adidas Samba OG ""Core Black Wonder"" White Preto",correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:IE5836-7,IE5836-7,online:pt:BR:IE5836-7,IE5836-7,"Tênis adidas Samba OG ""Core Black Wonder"" White Preto",correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:IG2088-2,IG2088-2,online:pt:BR:IG2088-2,IG2088-2,Tênis adidas Samba x Humanrace Navy Aluminum Cinza,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:IH2610,IH2610,online:pt:BR:IH2610,IH2610,Tênis adidas Handball Spezial Sporty & Rich Pink Rosa,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:IH3144,IH3144,online:pt:BR:IH3144,IH3144,Tênis adidas Gazelle x Clot By Edison Chen Halo Ivory Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:IH3719,IH3719,online:pt:BR:IH3719,IH3719,Tênis adidas Gazelle Indoor x Clot by Edison Chen Off White Branco,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:IH4769,IH4769,online:pt:BR:IH4769,IH4769,Tênis adidas Gazelle Indoor Alumina Black Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:IH4823,IH4823,online:pt:BR:IH4823,IH4823,Tênis adidas SL 72 RS Cloud White Core Black Spark Branco,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:JQ1687,JQ1687,online:pt:BR:JQ1687,JQ1687,Tênis Adidas Tokyo Crew White Floral Embroidery Branco,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:JRD-0696926-OS,JRD-0696926-OS,online:pt:BR:JRD-0696926-OS,JRD-0696926-OS,Tênis Nike Air Jordan 1 Low Cardinal Vermelho,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:JRD-1980638-38,JRD-1980638-38,online:pt:BR:JRD-1980638-38,JRD-1980638-38,Tênis Nike Air Jordan 1 Mid 'Canyon Rust' Multicolor,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:JRD-5205470-34,JRD-5205470-34,online:pt:BR:JRD-5205470-34,JRD-5205470-34,Tênis Nike Air Jordan 1 Retro High OG SP Union LA Chicago Shadow,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:JRD-5205470-35,JRD-5205470-35,online:pt:BR:JRD-5205470-35,JRD-5205470-35,Tênis Nike Air Jordan 1 Retro High OG SP Union LA Chicago Shadow,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:JRD-5205470-36,JRD-5205470-36,online:pt:BR:JRD-5205470-36,JRD-5205470-36,Tênis Nike Air Jordan 1 Retro High OG SP Union LA Chicago Shadow,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:JRD-5205470-37,JRD-5205470-37,online:pt:BR:JRD-5205470-37,JRD-5205470-37,Tênis Nike Air Jordan 1 Retro High OG SP Union LA Chicago Shadow,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:JRD-5205470-38,JRD-5205470-38,online:pt:BR:JRD-5205470-38,JRD-5205470-38,Tênis Nike Air Jordan 1 Retro High OG SP Union LA Chicago Shadow,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:JRD-5205470-39,JRD-5205470-39,online:pt:BR:JRD-5205470-39,JRD-5205470-39,Tênis Nike Air Jordan 1 Retro High OG SP Union LA Chicago Shadow,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:JRD-5205470-40,JRD-5205470-40,online:pt:BR:JRD-5205470-40,JRD-5205470-40,Tênis Nike Air Jordan 1 Retro High OG SP Union LA Chicago Shadow,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:JRD-5205470-405,JRD-5205470-405,online:pt:BR:JRD-5205470-405,JRD-5205470-405,Tênis Nike Air Jordan 1 Retro High OG SP Union LA Chicago Shadow,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:JRD-5205470-41,JRD-5205470-41,online:pt:BR:JRD-5205470-41,JRD-5205470-41,Tênis Nike Air Jordan 1 Retro High OG SP Union LA Chicago Shadow,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:JRD-5205470-42,JRD-5205470-42,online:pt:BR:JRD-5205470-42,JRD-5205470-42,Tênis Nike Air Jordan 1 Retro High OG SP Union LA Chicago Shadow,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:JRD-5205470-43,JRD-5205470-43,online:pt:BR:JRD-5205470-43,JRD-5205470-43,Tênis Nike Air Jordan 1 Retro High OG SP Union LA Chicago Shadow,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:JRD-5205470-44,JRD-5205470-44,online:pt:BR:JRD-5205470-44,JRD-5205470-44,Tênis Nike Air Jordan 1 Retro High OG SP Union LA Chicago Shadow,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:JRD-7404126-34,JRD-7404126-34,online:pt:BR:JRD-7404126-34,JRD-7404126-34,Tênis Nike Air Jordan 4 Retro OG SP Brick By Brick Camurça Firewood Vermelho,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:JRD-7404126-35,JRD-7404126-35,online:pt:BR:JRD-7404126-35,JRD-7404126-35,Tênis Nike Air Jordan 4 Retro OG SP Brick By Brick Camurça Firewood Vermelho,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:JRD-7404126-36,JRD-7404126-36,online:pt:BR:JRD-7404126-36,JRD-7404126-36,Tênis Nike Air Jordan 4 Retro OG SP Brick By Brick Camurça Firewood Vermelho,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:JRD-7404126-37,JRD-7404126-37,online:pt:BR:JRD-7404126-37,JRD-7404126-37,Tênis Nike Air Jordan 4 Retro OG SP Brick By Brick Camurça Firewood Vermelho,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:JRD-7404126-38,JRD-7404126-38,online:pt:BR:JRD-7404126-38,JRD-7404126-38,Tênis Nike Air Jordan 4 Retro OG SP Brick By Brick Camurça Firewood Vermelho,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:JRD-7404126-39,JRD-7404126-39,online:pt:BR:JRD-7404126-39,JRD-7404126-39,Tênis Nike Air Jordan 4 Retro OG SP Brick By Brick Camurça Firewood Vermelho,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:JRD-7404126-40,JRD-7404126-40,online:pt:BR:JRD-7404126-40,JRD-7404126-40,Tênis Nike Air Jordan 4 Retro OG SP Brick By Brick Camurça Firewood Vermelho,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:JRD-7404126-41,JRD-7404126-41,online:pt:BR:JRD-7404126-41,JRD-7404126-41,Tênis Nike Air Jordan 4 Retro OG SP Brick By Brick Camurça Firewood Vermelho,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:JRD-7404126-42,JRD-7404126-42,online:pt:BR:JRD-7404126-42,JRD-7404126-42,Tênis Nike Air Jordan 4 Retro OG SP Brick By Brick Camurça Firewood Vermelho,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:JRD-7404126-43,JRD-7404126-43,online:pt:BR:JRD-7404126-43,JRD-7404126-43,Tênis Nike Air Jordan 4 Retro OG SP Brick By Brick Camurça Firewood Vermelho,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
