old_product_id_to_delete,old_offer_id,correct_existing_product_id_to_keep,correct_offer_id,title,evidence,preview_status
online:pt:BR:NB-7961182-43,NB-7961182-43,online:pt:BR:NB-7961182-43,NB-7961182-43,Tênis New Balance 204L Year of the Horse White Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NB-7961182-44,NB-7961182-44,online:pt:BR:NB-7961182-44,NB-7961182-44,Tênis New Balance 204L Year of the Horse White Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NB-8518238-34,NB-8518238-34,online:pt:BR:NB-8518238-34,NB-8518238-34,Tênis New Balance 204L Silver Metallic Double Bubble Prateado,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NB-8518238-35,NB-8518238-35,online:pt:BR:NB-8518238-35,NB-8518238-35,Tênis New Balance 204L Silver Metallic Double Bubble Prateado,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NB-8518238-36,NB-8518238-36,online:pt:BR:NB-8518238-36,NB-8518238-36,Tênis New Balance 204L Silver Metallic Double Bubble Prateado,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NB-8518238-37,NB-8518238-37,online:pt:BR:NB-8518238-37,NB-8518238-37,Tênis New Balance 204L Silver Metallic Double Bubble Prateado,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NB-8518238-38,NB-8518238-38,online:pt:BR:NB-8518238-38,NB-8518238-38,Tênis New Balance 204L Silver Metallic Double Bubble Prateado,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NB-8518238-39,NB-8518238-39,online:pt:BR:NB-8518238-39,NB-8518238-39,Tênis New Balance 204L Silver Metallic Double Bubble Prateado,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NB-8518238-40,NB-8518238-40,online:pt:BR:NB-8518238-40,NB-8518238-40,Tênis New Balance 204L Silver Metallic Double Bubble Prateado,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NB-8518238-41,NB-8518238-41,online:pt:BR:NB-8518238-41,NB-8518238-41,Tênis New Balance 204L Silver Metallic Double Bubble Prateado,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NB-8518238-42,NB-8518238-42,online:pt:BR:NB-8518238-42,NB-8518238-42,Tênis New Balance 204L Silver Metallic Double Bubble Prateado,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NB-8518238-43,NB-8518238-43,online:pt:BR:NB-8518238-43,NB-8518238-43,Tênis New Balance 204L Silver Metallic Double Bubble Prateado,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NB-8518238-44,NB-8518238-44,online:pt:BR:NB-8518238-44,NB-8518238-44,Tênis New Balance 204L Silver Metallic Double Bubble Prateado,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NB-9796190-34,NB-9796190-34,online:pt:BR:NB-9796190-34,NB-9796190-34,Tênis New Balance 204L Silver Metallic Electric Indigo YKK Prateado,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NB-9796190-35,NB-9796190-35,online:pt:BR:NB-9796190-35,NB-9796190-35,Tênis New Balance 204L Silver Metallic Electric Indigo YKK Prateado,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NB-9796190-36,NB-9796190-36,online:pt:BR:NB-9796190-36,NB-9796190-36,Tênis New Balance 204L Silver Metallic Electric Indigo YKK Prateado,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NB-9796190-37,NB-9796190-37,online:pt:BR:NB-9796190-37,NB-9796190-37,Tênis New Balance 204L Silver Metallic Electric Indigo YKK Prateado,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NB-9796190-38,NB-9796190-38,online:pt:BR:NB-9796190-38,NB-9796190-38,Tênis New Balance 204L Silver Metallic Electric Indigo YKK Prateado,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NB-9796190-39,NB-9796190-39,online:pt:BR:NB-9796190-39,NB-9796190-39,Tênis New Balance 204L Silver Metallic Electric Indigo YKK Prateado,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NB-9796190-40,NB-9796190-40,online:pt:BR:NB-9796190-40,NB-9796190-40,Tênis New Balance 204L Silver Metallic Electric Indigo YKK Prateado,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NB-9796190-41,NB-9796190-41,online:pt:BR:NB-9796190-41,NB-9796190-41,Tênis New Balance 204L Silver Metallic Electric Indigo YKK Prateado,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NB-9796190-42,NB-9796190-42,online:pt:BR:NB-9796190-42,NB-9796190-42,Tênis New Balance 204L Silver Metallic Electric Indigo YKK Prateado,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NB-9796190-43,NB-9796190-43,online:pt:BR:NB-9796190-43,NB-9796190-43,Tênis New Balance 204L Silver Metallic Electric Indigo YKK Prateado,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NB-9796190-44,NB-9796190-44,online:pt:BR:NB-9796190-44,NB-9796190-44,Tênis New Balance 204L Silver Metallic Electric Indigo YKK Prateado,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NKE-8150622-37,NKE-8150622-37,online:pt:BR:NKE-8150622-37,NKE-8150622-37,Tênis Nike Vomero Premium Volt Tint Sapphire Verde,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NKE-8150622-38,NKE-8150622-38,online:pt:BR:NKE-8150622-38,NKE-8150622-38,Tênis Nike Vomero Premium Volt Tint Sapphire Verde,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NKE-8150622-39,NKE-8150622-39,online:pt:BR:NKE-8150622-39,NKE-8150622-39,Tênis Nike Vomero Premium Volt Tint Sapphire Verde,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NKE-8150622-40,NKE-8150622-40,online:pt:BR:NKE-8150622-40,NKE-8150622-40,Tênis Nike Vomero Premium Volt Tint Sapphire Verde,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NKE-8150622-41,NKE-8150622-41,online:pt:BR:NKE-8150622-41,NKE-8150622-41,Tênis Nike Vomero Premium Volt Tint Sapphire Verde,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NKE-8150622-42,NKE-8150622-42,online:pt:BR:NKE-8150622-42,NKE-8150622-42,Tênis Nike Vomero Premium Volt Tint Sapphire Verde,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NKE-8150622-43,NKE-8150622-43,online:pt:BR:NKE-8150622-43,NKE-8150622-43,Tênis Nike Vomero Premium Volt Tint Sapphire Verde,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NKE-8150622-44,NKE-8150622-44,online:pt:BR:NKE-8150622-44,NKE-8150622-44,Tênis Nike Vomero Premium Volt Tint Sapphire Verde,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NKE-8150622-45,NKE-8150622-45,online:pt:BR:NKE-8150622-45,NKE-8150622-45,Tênis Nike Vomero Premium Volt Tint Sapphire Verde,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NKE-9054174-34,NKE-9054174-34,online:pt:BR:NKE-9054174-34,NKE-9054174-34,Tênis Nike Mind 002 Light Khaki Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NKE-9054174-35,NKE-9054174-35,online:pt:BR:NKE-9054174-35,NKE-9054174-35,Tênis Nike Mind 002 Light Khaki Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NKE-9054174-36,NKE-9054174-36,online:pt:BR:NKE-9054174-36,NKE-9054174-36,Tênis Nike Mind 002 Light Khaki Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NKE-9054174-37,NKE-9054174-37,online:pt:BR:NKE-9054174-37,NKE-9054174-37,Tênis Nike Mind 002 Light Khaki Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NKE-9054174-38,NKE-9054174-38,online:pt:BR:NKE-9054174-38,NKE-9054174-38,Tênis Nike Mind 002 Light Khaki Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NKE-9054174-39,NKE-9054174-39,online:pt:BR:NKE-9054174-39,NKE-9054174-39,Tênis Nike Mind 002 Light Khaki Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NKE-9054174-40,NKE-9054174-40,online:pt:BR:NKE-9054174-40,NKE-9054174-40,Tênis Nike Mind 002 Light Khaki Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NKE-9054174-41,NKE-9054174-41,online:pt:BR:NKE-9054174-41,NKE-9054174-41,Tênis Nike Mind 002 Light Khaki Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NKE-9054174-42,NKE-9054174-42,online:pt:BR:NKE-9054174-42,NKE-9054174-42,Tênis Nike Mind 002 Light Khaki Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NKE-9054174-43,NKE-9054174-43,online:pt:BR:NKE-9054174-43,NKE-9054174-43,Tênis Nike Mind 002 Light Khaki Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NKE-9054174-44,NKE-9054174-44,online:pt:BR:NKE-9054174-44,NKE-9054174-44,Tênis Nike Mind 002 Light Khaki Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NKE-9054174-45,NKE-9054174-45,online:pt:BR:NKE-9054174-45,NKE-9054174-45,Tênis Nike Mind 002 Light Khaki Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NKE-9054174-46,NKE-9054174-46,online:pt:BR:NKE-9054174-46,NKE-9054174-46,Tênis Nike Mind 002 Light Khaki Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NKS-1065310-33,NKS-1065310-33,online:pt:BR:NKS-1065310-33,NKS-1065310-33,Tênis Nike x Skims Rift Mesh Archaeo Brown Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NKS-1065310-34,NKS-1065310-34,online:pt:BR:NKS-1065310-34,NKS-1065310-34,Tênis Nike x Skims Rift Mesh Archaeo Brown Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NKS-1065310-35,NKS-1065310-35,online:pt:BR:NKS-1065310-35,NKS-1065310-35,Tênis Nike x Skims Rift Mesh Archaeo Brown Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NKS-1065310-36,NKS-1065310-36,online:pt:BR:NKS-1065310-36,NKS-1065310-36,Tênis Nike x Skims Rift Mesh Archaeo Brown Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NKS-1065310-37,NKS-1065310-37,online:pt:BR:NKS-1065310-37,NKS-1065310-37,Tênis Nike x Skims Rift Mesh Archaeo Brown Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NKS-1065310-38,NKS-1065310-38,online:pt:BR:NKS-1065310-38,NKS-1065310-38,Tênis Nike x Skims Rift Mesh Archaeo Brown Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NKS-1065310-39,NKS-1065310-39,online:pt:BR:NKS-1065310-39,NKS-1065310-39,Tênis Nike x Skims Rift Mesh Archaeo Brown Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NKS-1065310-40,NKS-1065310-40,online:pt:BR:NKS-1065310-40,NKS-1065310-40,Tênis Nike x Skims Rift Mesh Archaeo Brown Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NKS-1065310-41,NKS-1065310-41,online:pt:BR:NKS-1065310-41,NKS-1065310-41,Tênis Nike x Skims Rift Mesh Archaeo Brown Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NKS-1065310-42,NKS-1065310-42,online:pt:BR:NKS-1065310-42,NKS-1065310-42,Tênis Nike x Skims Rift Mesh Archaeo Brown Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NKS-1065310-425,NKS-1065310-425,online:pt:BR:NKS-1065310-425,NKS-1065310-425,Tênis Nike x Skims Rift Mesh Archaeo Brown Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NUD-2000478-L,NUD-2000478-L,online:pt:BR:NUD-2000478-L,NUD-2000478-L,Camiseta Baby Look Nude Project Juicy Cherry Branca,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NUD-2000478-M,NUD-2000478-M,online:pt:BR:NUD-2000478-M,NUD-2000478-M,Camiseta Baby Look Nude Project Juicy Cherry Branca,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NUD-2000478-S,NUD-2000478-S,online:pt:BR:NUD-2000478-S,NUD-2000478-S,Camiseta Baby Look Nude Project Juicy Cherry Branca,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NUD-2000478-XL,NUD-2000478-XL,online:pt:BR:NUD-2000478-XL,NUD-2000478-XL,Camiseta Baby Look Nude Project Juicy Cherry Branca,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NUD-2000478-XS,NUD-2000478-XS,online:pt:BR:NUD-2000478-XS,NUD-2000478-XS,Camiseta Baby Look Nude Project Juicy Cherry Branca,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NUD-2066014-L,NUD-2066014-L,online:pt:BR:NUD-2066014-L,NUD-2066014-L,Camiseta Nude Project Xoxo Cinza,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NUD-2066014-M,NUD-2066014-M,online:pt:BR:NUD-2066014-M,NUD-2066014-M,Camiseta Nude Project Xoxo Cinza,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NUD-2066014-S,NUD-2066014-S,online:pt:BR:NUD-2066014-S,NUD-2066014-S,Camiseta Nude Project Xoxo Cinza,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NUD-2066014-XL,NUD-2066014-XL,online:pt:BR:NUD-2066014-XL,NUD-2066014-XL,Camiseta Nude Project Xoxo Cinza,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NUD-2066014-XS,NUD-2066014-XS,online:pt:BR:NUD-2066014-XS,NUD-2066014-XS,Camiseta Nude Project Xoxo Cinza,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NUD-9276766-L,NUD-9276766-L,online:pt:BR:NUD-9276766-L,NUD-9276766-L,Moletom Nude Project Nude Tour Preto,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NUD-9276766-M,NUD-9276766-M,online:pt:BR:NUD-9276766-M,NUD-9276766-M,Moletom Nude Project Nude Tour Preto,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NUD-9276766-S,NUD-9276766-S,online:pt:BR:NUD-9276766-S,NUD-9276766-S,Moletom Nude Project Nude Tour Preto,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NUD-9276766-XL,NUD-9276766-XL,online:pt:BR:NUD-9276766-XL,NUD-9276766-XL,Moletom Nude Project Nude Tour Preto,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NUD-9276766-XS,NUD-9276766-XS,online:pt:BR:NUD-9276766-XS,NUD-9276766-XS,Moletom Nude Project Nude Tour Preto,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:NUD-9375070-OS,NUD-9375070-OS,online:pt:BR:NUD-9375070-OS,NUD-9375070-OS,Boné Nude Project New Varsity Bege,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ONI-0995678-34,ONI-0995678-34,online:pt:BR:ONI-0995678-34,ONI-0995678-34,Tênis Onitsuka Tiger Mexico 66 Fringe Mocha Brown/Dark Brown Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ONI-0995678-35,ONI-0995678-35,online:pt:BR:ONI-0995678-35,ONI-0995678-35,Tênis Onitsuka Tiger Mexico 66 Fringe Mocha Brown/Dark Brown Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ONI-0995678-36,ONI-0995678-36,online:pt:BR:ONI-0995678-36,ONI-0995678-36,Tênis Onitsuka Tiger Mexico 66 Fringe Mocha Brown/Dark Brown Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ONI-0995678-37,ONI-0995678-37,online:pt:BR:ONI-0995678-37,ONI-0995678-37,Tênis Onitsuka Tiger Mexico 66 Fringe Mocha Brown/Dark Brown Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ONI-0995678-38,ONI-0995678-38,online:pt:BR:ONI-0995678-38,ONI-0995678-38,Tênis Onitsuka Tiger Mexico 66 Fringe Mocha Brown/Dark Brown Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ONI-0995678-39,ONI-0995678-39,online:pt:BR:ONI-0995678-39,ONI-0995678-39,Tênis Onitsuka Tiger Mexico 66 Fringe Mocha Brown/Dark Brown Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ONI-0995678-40,ONI-0995678-40,online:pt:BR:ONI-0995678-40,ONI-0995678-40,Tênis Onitsuka Tiger Mexico 66 Fringe Mocha Brown/Dark Brown Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ONI-0995678-405,ONI-0995678-405,online:pt:BR:ONI-0995678-405,ONI-0995678-405,Tênis Onitsuka Tiger Mexico 66 Fringe Mocha Brown/Dark Brown Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ONI-0995678-415,ONI-0995678-415,online:pt:BR:ONI-0995678-415,ONI-0995678-415,Tênis Onitsuka Tiger Mexico 66 Fringe Mocha Brown/Dark Brown Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ONI-0995678-42,ONI-0995678-42,online:pt:BR:ONI-0995678-42,ONI-0995678-42,Tênis Onitsuka Tiger Mexico 66 Fringe Mocha Brown/Dark Brown Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ONI-0995678-425,ONI-0995678-425,online:pt:BR:ONI-0995678-425,ONI-0995678-425,Tênis Onitsuka Tiger Mexico 66 Fringe Mocha Brown/Dark Brown Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ONI-0995678-43,ONI-0995678-43,online:pt:BR:ONI-0995678-43,ONI-0995678-43,Tênis Onitsuka Tiger Mexico 66 Fringe Mocha Brown/Dark Brown Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ONI-0995678-44,ONI-0995678-44,online:pt:BR:ONI-0995678-44,ONI-0995678-44,Tênis Onitsuka Tiger Mexico 66 Fringe Mocha Brown/Dark Brown Marrom,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ONI-1225054-34,ONI-1225054-34,online:pt:BR:ONI-1225054-34,ONI-1225054-34,Tênis Onitsuka Tiger Mexico 66 Fringe Yellow/Black Amarelo,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ONI-1225054-35,ONI-1225054-35,online:pt:BR:ONI-1225054-35,ONI-1225054-35,Tênis Onitsuka Tiger Mexico 66 Fringe Yellow/Black Amarelo,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ONI-1225054-36,ONI-1225054-36,online:pt:BR:ONI-1225054-36,ONI-1225054-36,Tênis Onitsuka Tiger Mexico 66 Fringe Yellow/Black Amarelo,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ONI-1225054-37,ONI-1225054-37,online:pt:BR:ONI-1225054-37,ONI-1225054-37,Tênis Onitsuka Tiger Mexico 66 Fringe Yellow/Black Amarelo,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ONI-1225054-38,ONI-1225054-38,online:pt:BR:ONI-1225054-38,ONI-1225054-38,Tênis Onitsuka Tiger Mexico 66 Fringe Yellow/Black Amarelo,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ONI-1225054-39,ONI-1225054-39,online:pt:BR:ONI-1225054-39,ONI-1225054-39,Tênis Onitsuka Tiger Mexico 66 Fringe Yellow/Black Amarelo,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ONI-1225054-40,ONI-1225054-40,online:pt:BR:ONI-1225054-40,ONI-1225054-40,Tênis Onitsuka Tiger Mexico 66 Fringe Yellow/Black Amarelo,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ONI-1225054-405,ONI-1225054-405,online:pt:BR:ONI-1225054-405,ONI-1225054-405,Tênis Onitsuka Tiger Mexico 66 Fringe Yellow/Black Amarelo,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ONI-1225054-415,ONI-1225054-415,online:pt:BR:ONI-1225054-415,ONI-1225054-415,Tênis Onitsuka Tiger Mexico 66 Fringe Yellow/Black Amarelo,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ONI-1225054-42,ONI-1225054-42,online:pt:BR:ONI-1225054-42,ONI-1225054-42,Tênis Onitsuka Tiger Mexico 66 Fringe Yellow/Black Amarelo,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ONI-1225054-425,ONI-1225054-425,online:pt:BR:ONI-1225054-425,ONI-1225054-425,Tênis Onitsuka Tiger Mexico 66 Fringe Yellow/Black Amarelo,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ONI-1225054-43,ONI-1225054-43,online:pt:BR:ONI-1225054-43,ONI-1225054-43,Tênis Onitsuka Tiger Mexico 66 Fringe Yellow/Black Amarelo,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ONI-1225054-44,ONI-1225054-44,online:pt:BR:ONI-1225054-44,ONI-1225054-44,Tênis Onitsuka Tiger Mexico 66 Fringe Yellow/Black Amarelo,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ONI-2283614-34,ONI-2283614-34,online:pt:BR:ONI-2283614-34,ONI-2283614-34,Tênis Onitsuka Tiger Mexico 66 Sabot Black/Black Preto,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ONI-2283614-35,ONI-2283614-35,online:pt:BR:ONI-2283614-35,ONI-2283614-35,Tênis Onitsuka Tiger Mexico 66 Sabot Black/Black Preto,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ONI-2283614-36,ONI-2283614-36,online:pt:BR:ONI-2283614-36,ONI-2283614-36,Tênis Onitsuka Tiger Mexico 66 Sabot Black/Black Preto,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ONI-2283614-37,ONI-2283614-37,online:pt:BR:ONI-2283614-37,ONI-2283614-37,Tênis Onitsuka Tiger Mexico 66 Sabot Black/Black Preto,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ONI-2283614-38,ONI-2283614-38,online:pt:BR:ONI-2283614-38,ONI-2283614-38,Tênis Onitsuka Tiger Mexico 66 Sabot Black/Black Preto,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ONI-2283614-39,ONI-2283614-39,online:pt:BR:ONI-2283614-39,ONI-2283614-39,Tênis Onitsuka Tiger Mexico 66 Sabot Black/Black Preto,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ONI-2283614-40,ONI-2283614-40,online:pt:BR:ONI-2283614-40,ONI-2283614-40,Tênis Onitsuka Tiger Mexico 66 Sabot Black/Black Preto,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
online:pt:BR:ONI-2283614-41,ONI-2283614-41,online:pt:BR:ONI-2283614-41,ONI-2283614-41,Tênis Onitsuka Tiger Mexico 66 Sabot Black/Black Preto,correct_shopify_live_sku_product_already_exists_in_merchant,blocked_same_product_id_not_a_duplicate
