old_product_id,old_offer_id,new_product_id,new_offer_id,title,resolution_reason,execution_status,insert_status,delete_status,error_class
online:pt:BR:APH-7284190-XL,APH-7284190-XL,,,Calça Aphase Relaxed SweatPants - Stoned Beige Bege,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:BQ6817600,BQ6817600,,,Tênis Nike SB Dunk Low Pro Chicago Vermelho,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-0067294-L,CLC-0067294-L,,,Moletom Cold Culture Down To Luck Blue Azul,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-0067294-M,CLC-0067294-M,,,Moletom Cold Culture Down To Luck Blue Azul,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-0067294-S,CLC-0067294-S,,,Moletom Cold Culture Down To Luck Blue Azul,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-0067294-XL,CLC-0067294-XL,,,Moletom Cold Culture Down To Luck Blue Azul,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-0067294-XS,CLC-0067294-XS,,,Moletom Cold Culture Down To Luck Blue Azul,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-0067294-XXL,CLC-0067294-XXL,,,Moletom Cold Culture Down To Luck Blue Azul,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-1470558-L,CLC-1470558-L,,,Moletom Cold Culture Curved Pink Rosa,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-1470558-M,CLC-1470558-M,,,Moletom Cold Culture Curved Pink Rosa,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-1470558-S,CLC-1470558-S,,,Moletom Cold Culture Curved Pink Rosa,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-1470558-XL,CLC-1470558-XL,,,Moletom Cold Culture Curved Pink Rosa,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-1470558-XS,CLC-1470558-XS,,,Moletom Cold Culture Curved Pink Rosa,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-1470558-XXL,CLC-1470558-XXL,,,Moletom Cold Culture Curved Pink Rosa,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-2197214-L,CLC-2197214-L,,,Moletom Cold Culture Distress Curved Pink Rosa,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-2197214-M,CLC-2197214-M,,,Moletom Cold Culture Distress Curved Pink Rosa,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-2197214-S,CLC-2197214-S,,,Moletom Cold Culture Distress Curved Pink Rosa,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-2197214-XL,CLC-2197214-XL,,,Moletom Cold Culture Distress Curved Pink Rosa,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-2197214-XS,CLC-2197214-XS,,,Moletom Cold Culture Distress Curved Pink Rosa,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-2197214-XXL,CLC-2197214-XXL,,,Moletom Cold Culture Distress Curved Pink Rosa,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-3606238-L,CLC-3606238-L,,,Moletom Cold Culture Distress Curved Black Preto,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-3606238-M,CLC-3606238-M,,,Moletom Cold Culture Distress Curved Black Preto,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-3606238-S,CLC-3606238-S,,,Moletom Cold Culture Distress Curved Black Preto,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-3606238-XL,CLC-3606238-XL,,,Moletom Cold Culture Distress Curved Black Preto,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-3606238-XS,CLC-3606238-XS,,,Moletom Cold Culture Distress Curved Black Preto,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-3606238-XXL,CLC-3606238-XXL,,,Moletom Cold Culture Distress Curved Black Preto,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-4064990-L,CLC-4064990-L,,,Moletom Cold Culture Distress Curved Shady Blue Azul,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-4064990-M,CLC-4064990-M,,,Moletom Cold Culture Distress Curved Shady Blue Azul,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-4064990-S,CLC-4064990-S,,,Moletom Cold Culture Distress Curved Shady Blue Azul,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-4064990-XL,CLC-4064990-XL,,,Moletom Cold Culture Distress Curved Shady Blue Azul,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-4064990-XS,CLC-4064990-XS,,,Moletom Cold Culture Distress Curved Shady Blue Azul,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-4064990-XXL,CLC-4064990-XXL,,,Moletom Cold Culture Distress Curved Shady Blue Azul,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-7931614-L,CLC-7931614-L,,,Moletom Cold Culture Curved Grey/Pink Cinza,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-7931614-M,CLC-7931614-M,,,Moletom Cold Culture Curved Grey/Pink Cinza,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-7931614-S,CLC-7931614-S,,,Moletom Cold Culture Curved Grey/Pink Cinza,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-7931614-XL,CLC-7931614-XL,,,Moletom Cold Culture Curved Grey/Pink Cinza,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-7931614-XS,CLC-7931614-XS,,,Moletom Cold Culture Curved Grey/Pink Cinza,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-7931614-XXL,CLC-7931614-XXL,,,Moletom Cold Culture Curved Grey/Pink Cinza,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-9215326-L,CLC-9215326-L,,,Moletom Cold Culture Down To Luck Smoke Grey Cinza,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-9215326-M,CLC-9215326-M,,,Moletom Cold Culture Down To Luck Smoke Grey Cinza,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-9215326-S,CLC-9215326-S,,,Moletom Cold Culture Down To Luck Smoke Grey Cinza,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-9215326-XL,CLC-9215326-XL,,,Moletom Cold Culture Down To Luck Smoke Grey Cinza,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-9215326-XS,CLC-9215326-XS,,,Moletom Cold Culture Down To Luck Smoke Grey Cinza,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-9215326-XXL,CLC-9215326-XXL,,,Moletom Cold Culture Down To Luck Smoke Grey Cinza,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-9471710-L,CLC-9471710-L,,,Moletom Cold Culture Curved Heavy Grey Cinza,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-9471710-M,CLC-9471710-M,,,Moletom Cold Culture Curved Heavy Grey Cinza,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-9471710-S,CLC-9471710-S,,,Moletom Cold Culture Curved Heavy Grey Cinza,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-9471710-XL,CLC-9471710-XL,,,Moletom Cold Culture Curved Heavy Grey Cinza,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-9471710-XS,CLC-9471710-XS,,,Moletom Cold Culture Curved Heavy Grey Cinza,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-9471710-XXL,CLC-9471710-XXL,,,Moletom Cold Culture Curved Heavy Grey Cinza,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-9706846-L,CLC-9706846-L,,,Moletom Cold Culture Down To Luck Black Preto,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-9706846-M,CLC-9706846-M,,,Moletom Cold Culture Down To Luck Black Preto,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-9706846-S,CLC-9706846-S,,,Moletom Cold Culture Down To Luck Black Preto,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-9706846-XL,CLC-9706846-XL,,,Moletom Cold Culture Down To Luck Black Preto,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-9706846-XS,CLC-9706846-XS,,,Moletom Cold Culture Down To Luck Black Preto,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CLC-9706846-XXL,CLC-9706846-XXL,,,Moletom Cold Culture Down To Luck Black Preto,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CT5053001-37-1,CT5053001-37-1,,,Tênis Travis Scott x Nike Dunk Low Cactus Jack Preto,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CT5053001-37-2,CT5053001-37-2,,,Tênis Travis Scott x Nike Dunk Low Cactus Jack Preto,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CT5053001-37-3,CT5053001-37-3,,,Tênis Travis Scott x Nike Dunk Low Cactus Jack Preto,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CT5053001-37-4,CT5053001-37-4,,,Tênis Travis Scott x Nike Dunk Low Cactus Jack Preto,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CT5053001-37-5,CT5053001-37-5,,,Tênis Travis Scott x Nike Dunk Low Cactus Jack Preto,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CT5053001-37-6,CT5053001-37-6,,,Tênis Travis Scott x Nike Dunk Low Cactus Jack Preto,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CU17261002,CU17261002,,,Tênis Nike Dunk Low Kentucky Azul,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CU17261003,CU17261003,,,Tênis Nike Dunk Low Kentucky Azul,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CU1726100CU17261001,CU1726100CU17261001,,,Tênis Nike Dunk Low Kentucky Azul,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:CW1590-103,CW1590-103,online:pt:BR:CW1590-103-1,CW1590-103-1,"Tênis Nike Dunk Low ""University Blue"" Azul",single_product_sku_prefix,target_already_exists_preserved_old_still_present,not_attempted,not_attempted,
online:pt:BR:CZ0790001,CZ0790001,,,Tênis Nike Air Jordan 1 Retro Low OG 'Black Cement' Preto,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:DC0774-161,DC0774-161,,,Tênis Nike Air Jordan 1 Low Bordeaux Roxo,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:DC07740421,DC07740421,online:pt:BR:DC0774042,DC0774042,Tênis Nike Air Jordan 1 Low Canyon Rust Colorido,unique_gtin_to_active_shopify_sku,target_already_exists_preserved_old_still_present,not_attempted,not_attempted,
online:pt:BR:DC7267500,DC7267500,,,Tênis Nike Air Jordan 1 Mid SE Berry Pink Rosa,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:DD13916021,DD13916021,,,Tênis Nike Dunk Low Gym Red Vermelho,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:DM0950-104,DM0950-104,,,Tênis Nike Cortez White Laser Fuchsia Branco,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:DM4044-105,DM4044-105,,,Tênis Nike Cortez White Black Branco,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:DM4657004-41,DM4657004-41,online:pt:BR:DM4657004,DM4657004,Tênis Nike Air Jordan 1 Low Crater Grey University Blue Preto,link_variant_to_shopify_sku,applied_insert_new_delete_old_verified,ok,ok,
online:pt:BR:DN4045001-41,DN4045001-41,online:pt:BR:DN4045001,DN4045001,Tênis Nike Air Jordan 1 Mid SE Light Iron Ore Cinza,link_variant_to_shopify_sku,applied_insert_new_delete_old_verified,ok,ok,
online:pt:BR:DNS-9546974-L,DNS-9546974-L,,,Camiseta Painel Dane-se x Athos Bulcão 107 Norte Branco,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:DNS-9546974-M,DNS-9546974-M,,,Camiseta Painel Dane-se x Athos Bulcão 107 Norte Branco,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:DNS-9546974-S,DNS-9546974-S,,,Camiseta Painel Dane-se x Athos Bulcão 107 Norte Branco,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:DNS-9579742-L,DNS-9579742-L,,,Camiseta Regular Dane-se x Athos Bulcão Igrejinha Preto,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:DNS-9579742-M,DNS-9579742-M,,,Camiseta Regular Dane-se x Athos Bulcão Igrejinha Preto,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:DNS-9579742-S,DNS-9579742-S,,,Camiseta Regular Dane-se x Athos Bulcão Igrejinha Preto,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:DNS-9612510-L,DNS-9612510-L,,,Camiseta Painel Dane-se x Athos Bulcão Torre de TV Branco,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:DNS-9612510-M,DNS-9612510-M,,,Camiseta Painel Dane-se x Athos Bulcão Torre de TV Branco,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:DNS-9612510-S,DNS-9612510-S,,,Camiseta Painel Dane-se x Athos Bulcão Torre de TV Branco,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:DNS-9612510-XL,DNS-9612510-XL,,,Camiseta Painel Dane-se x Athos Bulcão Torre de TV Branco,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:DNS-9645278-L,DNS-9645278-L,,,Camiseta Regular Dane-se x Athos Bulcão Azulejos Branco,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:DNS-9645278-M,DNS-9645278-M,,,Camiseta Regular Dane-se x Athos Bulcão Azulejos Branco,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:DNS-9645278-S,DNS-9645278-S,,,Camiseta Regular Dane-se x Athos Bulcão Azulejos Branco,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:DNS-9645278-XL,DNS-9645278-XL,,,Camiseta Regular Dane-se x Athos Bulcão Azulejos Branco,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:DR5415103 - 38,DR5415103 - 38,online:pt:BR:DR5415103-38,DR5415103-38,Tênis Nike SB x Air Jordan 4 Retro 'Pine Green' Verde,link_variant_to_shopify_sku,applied_insert_new_delete_old_verified,ok,ok,
online:pt:BR:DR5415103 - 39,DR5415103 - 39,online:pt:BR:DR5415103-39,DR5415103-39,Tênis Nike SB x Air Jordan 4 Retro 'Pine Green' Verde,link_variant_to_shopify_sku,applied_insert_new_delete_old_verified,ok,ok,
online:pt:BR:DR5415103 - 40,DR5415103 - 40,online:pt:BR:DR5415103-40,DR5415103-40,Tênis Nike SB x Air Jordan 4 Retro 'Pine Green' Verde,link_variant_to_shopify_sku,applied_insert_new_delete_old_verified,ok,ok,
online:pt:BR:DR5415103 - 41,DR5415103 - 41,online:pt:BR:DR5415103-41,DR5415103-41,Tênis Nike SB x Air Jordan 4 Retro 'Pine Green' Verde,link_variant_to_shopify_sku,applied_insert_new_delete_old_verified,ok,ok,
online:pt:BR:DR5415103 - 42,DR5415103 - 42,online:pt:BR:DR5415103-42,DR5415103-42,Tênis Nike SB x Air Jordan 4 Retro 'Pine Green' Verde,link_variant_to_shopify_sku,applied_insert_new_delete_old_verified,ok,ok,
online:pt:BR:DR5415103 - 43,DR5415103 - 43,online:pt:BR:DR5415103-43,DR5415103-43,Tênis Nike SB x Air Jordan 4 Retro 'Pine Green' Verde,link_variant_to_shopify_sku,applied_insert_new_delete_old_verified,ok,ok,
online:pt:BR:DR5415103 - 44,DR5415103 - 44,online:pt:BR:DR5415103-44,DR5415103-44,Tênis Nike SB x Air Jordan 4 Retro 'Pine Green' Verde,link_variant_to_shopify_sku,applied_insert_new_delete_old_verified,ok,ok,
online:pt:BR:DR5415103 - 45,DR5415103 - 45,online:pt:BR:DR5415103-45,DR5415103-45,Tênis Nike SB x Air Jordan 4 Retro 'Pine Green' Verde,link_variant_to_shopify_sku,applied_insert_new_delete_old_verified,ok,ok,
online:pt:BR:DR5415103 - 46,DR5415103 - 46,online:pt:BR:DR5415103-46,DR5415103-46,Tênis Nike SB x Air Jordan 4 Retro 'Pine Green' Verde,link_variant_to_shopify_sku,applied_insert_new_delete_old_verified,ok,ok,
online:pt:BR:DR6496116,DR6496116,,,Tênis Nike Air Jordan 1 Mid Rookie Season Branco/Vermelho,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:DR8867400-4,DR8867400-4,,,Tênis Nike Air Jordan 1 Low SE Craft Inside Out Obsidian Azul,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:DR8867400-5,DR8867400-5,,,Tênis Nike Air Jordan 1 Low SE Craft Inside Out Obsidian Azul,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:DV1748601]-1,DV1748601]-1,online:pt:BR:DV1748601-1,DV1748601-1,Tênis Nike Air Jordan 1 High Next Chapter Vermelho,link_variant_to_shopify_sku,applied_insert_new_delete_old_verified,ok,ok,
online:pt:BR:DV1748601]-2,DV1748601]-2,online:pt:BR:DV1748601-2,DV1748601-2,Tênis Nike Air Jordan 1 High Next Chapter Vermelho,link_variant_to_shopify_sku,applied_insert_new_delete_old_verified,ok,ok,
online:pt:BR:DV1748601]-3,DV1748601]-3,online:pt:BR:DV1748601-3,DV1748601-3,Tênis Nike Air Jordan 1 High Next Chapter Vermelho,link_variant_to_shopify_sku,applied_insert_new_delete_old_verified,ok,ok,
online:pt:BR:DV1748601]-4,DV1748601]-4,online:pt:BR:DV1748601-4,DV1748601-4,Tênis Nike Air Jordan 1 High Next Chapter Vermelho,link_variant_to_shopify_sku,applied_insert_new_delete_old_verified,ok,ok,
online:pt:BR:DV1748601]-5,DV1748601]-5,online:pt:BR:DV1748601-5,DV1748601-5,Tênis Nike Air Jordan 1 High Next Chapter Vermelho,link_variant_to_shopify_sku,applied_insert_new_delete_old_verified,ok,ok,
online:pt:BR:DV1748601]-6,DV1748601]-6,online:pt:BR:DV1748601-6,DV1748601-6,Tênis Nike Air Jordan 1 High Next Chapter Vermelho,link_variant_to_shopify_sku,applied_insert_new_delete_old_verified,ok,ok,
online:pt:BR:DV1748601]-7,DV1748601]-7,online:pt:BR:DV1748601-7,DV1748601-7,Tênis Nike Air Jordan 1 High Next Chapter Vermelho,link_variant_to_shopify_sku,applied_insert_new_delete_old_verified,ok,ok,
online:pt:BR:DV1748601]-8,DV1748601]-8,online:pt:BR:DV1748601-8,DV1748601-8,Tênis Nike Air Jordan 1 High Next Chapter Vermelho,link_variant_to_shopify_sku,applied_insert_new_delete_old_verified,ok,ok,
online:pt:BR:DV1748601]-9,DV1748601]-9,online:pt:BR:DV1748601-9,DV1748601-9,Tênis Nike Air Jordan 1 High Next Chapter Vermelho,link_variant_to_shopify_sku,applied_insert_new_delete_old_verified,ok,ok,
online:pt:BR:DX1193200,DX1193200,online:pt:BR:DX1193200-1,DX1193200-1,"Tênis Nike Air Force 1 Low LXX ""Vachetta Tan Flax"" Marrom",single_product_sku_prefix,target_already_exists_preserved_old_still_present,not_attempted,not_attempted,
online:pt:BR:DZ5485-010,DZ5485-010,,,"Tênis Nike Air Jordan 1 High OG ""Black White"" Preto",no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:ESS-6720094-L,ESS-6720094-L,,,Camiseta Essentials Fear of God Crewneck Jet Black Preto,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:ESS-6720094-M,ESS-6720094-M,,,Camiseta Essentials Fear of God Crewneck Jet Black Preto,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:ESS-6720094-S,ESS-6720094-S,,,Camiseta Essentials Fear of God Crewneck Jet Black Preto,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:ESS-6720094-XS,ESS-6720094-XS,,,Camiseta Essentials Fear of God Crewneck Jet Black Preto,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:ESS-6720094-XXS,ESS-6720094-XXS,,,Camiseta Essentials Fear of God Crewneck Jet Black Preto,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:FJ3453-200,FJ3453-200,,,"Tênis Air Jordan 1 Low SE ""Legend Coffee"" Marrom",no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:FQ0997-389,FQ0997-389,online:pt:BR:FQ0997-389-1,FQ0997-389-1,"Jersey Off White x Nike ""Allover Print Kelly Green"" Verde",single_product_sku_prefix,target_already_exists_preserved_old_still_present,not_attempted,not_attempted,
online:pt:BR:FY4567-34,FY4567-34,,,Tênis Yeezy Foam Runner Sand Bege,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:FY4567-34.5,FY4567-34.5,,,Tênis Yeezy Foam Runner Sand Bege,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:FY4567-35,FY4567-35,,,Tênis Yeezy Foam Runner Sand Bege,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:FY4567-36,FY4567-36,,,Tênis Yeezy Foam Runner Sand Bege,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:FY4567-37,FY4567-37,,,Tênis Yeezy Foam Runner Sand Bege,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:FY4567-38,FY4567-38,,,Tênis Yeezy Foam Runner Sand Bege,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:FY4567-39,FY4567-39,,,Tênis Yeezy Foam Runner Sand Bege,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:FY4567-40,FY4567-40,,,Tênis Yeezy Foam Runner Sand Bege,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:FY4567-40.5,FY4567-40.5,,,Tênis Yeezy Foam Runner Sand Bege,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:FY4567-41,FY4567-41,,,Tênis Yeezy Foam Runner Sand Bege,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:FY4567-42,FY4567-42,,,Tênis Yeezy Foam Runner Sand Bege,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:FY4567-42.5,FY4567-42.5,,,Tênis Yeezy Foam Runner Sand Bege,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:FY4567-43,FY4567-43,,,Tênis Yeezy Foam Runner Sand Bege,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:FY4567-44,FY4567-44,,,Tênis Yeezy Foam Runner Sand Bege,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:FY4567-45,FY4567-45,,,Tênis Yeezy Foam Runner Sand Bege,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:FY4567-452,FY4567-452,online:pt:BR:FY4567,FY4567,Tênis Yeezy Foam Runner Sand Bege,link_variant_to_shopify_sku,applied_insert_new_delete_old_verified,ok,ok,
online:pt:BR:FY4567-453,FY4567-453,online:pt:BR:FY4567,FY4567,Tênis Yeezy Foam Runner Sand Bege,link_variant_to_shopify_sku,applied_insert_new_delete_old_verified,ok,ok,
online:pt:BR:FY4567-454,FY4567-454,online:pt:BR:FY4567,FY4567,Tênis Yeezy Foam Runner Sand Bege,link_variant_to_shopify_sku,applied_insert_new_delete_old_verified,ok,ok,
online:pt:BR:FY4567-455,FY4567-455,online:pt:BR:FY4567,FY4567,Tênis Yeezy Foam Runner Sand Bege,link_variant_to_shopify_sku,applied_insert_new_delete_old_verified,ok,ok,
online:pt:BR:FY4567-456,FY4567-456,online:pt:BR:FY4567,FY4567,Tênis Yeezy Foam Runner Sand Bege,link_variant_to_shopify_sku,applied_insert_new_delete_old_verified,ok,ok,
online:pt:BR:FZ3775-133,FZ3775-133,,,Tênis Nike Dunk Low Give Her Flowers Branco,no_unambiguous_target,preserved_no_unambiguous_target,not_attempted,not_attempted,
online:pt:BR:FZ5251 001-1,FZ5251 001-1,online:pt:BR:FZ5251001-1,FZ5251001-1,Tênis Nike Sb Dunk Low x Rayssa Leal Bege,link_variant_to_shopify_sku,applied_insert_new_delete_old_verified,ok,ok,
online:pt:BR:FZ5251 001-2,FZ5251 001-2,online:pt:BR:FZ5251001-2,FZ5251001-2,Tênis Nike Sb Dunk Low x Rayssa Leal Bege,link_variant_to_shopify_sku,applied_insert_new_delete_old_verified,ok,ok,
