product_id,offer_id,title,brand,current_googleProductCategory,current_productTypes,suggested_googleProductCategory,suggested_productTypes,evidence,selected_for_apply
online:pt:BR:JR7031,JR7031,Adidas Taekwondo Mei Ballet Preto e Branco,Adidas,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:200031434310-1,200031434310-1,Mule Lululemon SwayDay Black Preto,Lululemon,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:200031434310-10,200031434310-10,Mule Lululemon SwayDay Black Preto,Lululemon,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:200031434310-11,200031434310-11,Mule Lululemon SwayDay Black Preto,Lululemon,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:200031434310-2,200031434310-2,Mule Lululemon SwayDay Black Preto,Lululemon,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:200031434310-3,200031434310-3,Mule Lululemon SwayDay Black Preto,Lululemon,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:200031434310-4,200031434310-4,Mule Lululemon SwayDay Black Preto,Lululemon,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:200031434310-5,200031434310-5,Mule Lululemon SwayDay Black Preto,Lululemon,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:200031434310-6,200031434310-6,Mule Lululemon SwayDay Black Preto,Lululemon,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:200031434310-7,200031434310-7,Mule Lululemon SwayDay Black Preto,Lululemon,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:200031434310-8,200031434310-8,Mule Lululemon SwayDay Black Preto,Lululemon,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:200031434310-9,200031434310-9,Mule Lululemon SwayDay Black Preto,Lululemon,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:2000415173436-1,2000415173436-1,Mule Lululemon SwayDay Blissful Pink Rosa,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:2000415173436-10,2000415173436-10,Mule Lululemon SwayDay Blissful Pink Rosa,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:2000415173436-2,2000415173436-2,Mule Lululemon SwayDay Blissful Pink Rosa,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:2000415173436-3,2000415173436-3,Mule Lululemon SwayDay Blissful Pink Rosa,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:2000415173436-4,2000415173436-4,Mule Lululemon SwayDay Blissful Pink Rosa,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:2000415173436-5,2000415173436-5,Mule Lululemon SwayDay Blissful Pink Rosa,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:2000415173436-6,2000415173436-6,Mule Lululemon SwayDay Blissful Pink Rosa,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:2000415173436-7,2000415173436-7,Mule Lululemon SwayDay Blissful Pink Rosa,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:2000415173436-8,2000415173436-8,Mule Lululemon SwayDay Blissful Pink Rosa,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:2000415173436-9,2000415173436-9,Mule Lululemon SwayDay Blissful Pink Rosa,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:2000314371251-1,2000314371251-1,Mule Lululemon SwayDay Misty Grey Cinza,Lululemon,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:2000314371251-2,2000314371251-2,Mule Lululemon SwayDay Misty Grey Cinza,Lululemon,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:2000314371251-3,2000314371251-3,Mule Lululemon SwayDay Misty Grey Cinza,Lululemon,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:2000314371251-4,2000314371251-4,Mule Lululemon SwayDay Misty Grey Cinza,Lululemon,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:2000314371251-5,2000314371251-5,Mule Lululemon SwayDay Misty Grey Cinza,Lululemon,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:2000314371251-6,2000314371251-6,Mule Lululemon SwayDay Misty Grey Cinza,Lululemon,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:2000314371251-7,2000314371251-7,Mule Lululemon SwayDay Misty Grey Cinza,Lululemon,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:2000314371254-1,2000314371254-1,Mule Lululemon SwayDay Nutmeg Bege,Lululemon,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:2000314371254-10,2000314371254-10,Mule Lululemon SwayDay Nutmeg Bege,Lululemon,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:2000314371254-11,2000314371254-11,Mule Lululemon SwayDay Nutmeg Bege,Lululemon,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:2000314371254-2,2000314371254-2,Mule Lululemon SwayDay Nutmeg Bege,Lululemon,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:2000314371254-3,2000314371254-3,Mule Lululemon SwayDay Nutmeg Bege,Lululemon,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:2000314371254-4,2000314371254-4,Mule Lululemon SwayDay Nutmeg Bege,Lululemon,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:2000314371254-5,2000314371254-5,Mule Lululemon SwayDay Nutmeg Bege,Lululemon,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:2000314371254-6,2000314371254-6,Mule Lululemon SwayDay Nutmeg Bege,Lululemon,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:2000314371254-7,2000314371254-7,Mule Lululemon SwayDay Nutmeg Bege,Lululemon,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:2000314371254-8,2000314371254-8,Mule Lululemon SwayDay Nutmeg Bege,Lululemon,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:2000314371254-9,2000314371254-9,Mule Lululemon SwayDay Nutmeg Bege,Lululemon,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HF3058-300-1,HF3058-300-1,Nike Dunk SB Dunk Low QS BHM Rodeo Verde,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HF3058-300-2,HF3058-300-2,Nike Dunk SB Dunk Low QS BHM Rodeo Verde,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HF3058-300-3,HF3058-300-3,Nike Dunk SB Dunk Low QS BHM Rodeo Verde,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HF3058-300-4,HF3058-300-4,Nike Dunk SB Dunk Low QS BHM Rodeo Verde,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HF3058-300-5,HF3058-300-5,Nike Dunk SB Dunk Low QS BHM Rodeo Verde,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HF3058-300-6,HF3058-300-6,Nike Dunk SB Dunk Low QS BHM Rodeo Verde,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HF3058-300-7,HF3058-300-7,Nike Dunk SB Dunk Low QS BHM Rodeo Verde,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-601,HQ4307-601,Slide Nike Mind 001 'Team Red' Vermelho,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-602,HQ4307-602,Slide Nike Mind 001 'Team Red' Vermelho,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-603,HQ4307-603,Slide Nike Mind 001 'Team Red' Vermelho,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-604,HQ4307-604,Slide Nike Mind 001 'Team Red' Vermelho,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-605,HQ4307-605,Slide Nike Mind 001 'Team Red' Vermelho,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-606,HQ4307-606,Slide Nike Mind 001 'Team Red' Vermelho,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-607,HQ4307-607,Slide Nike Mind 001 'Team Red' Vermelho,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-608,HQ4307-608,Slide Nike Mind 001 'Team Red' Vermelho,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-609,HQ4307-609,Slide Nike Mind 001 'Team Red' Vermelho,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-001-1,HQ4307-001-1,Slide Nike Mind 001 Black Chrome Preto,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-001-10,HQ4307-001-10,Slide Nike Mind 001 Black Chrome Preto,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-001-11,HQ4307-001-11,Slide Nike Mind 001 Black Chrome Preto,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-001-12,HQ4307-001-12,Slide Nike Mind 001 Black Chrome Preto,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-001-2,HQ4307-001-2,Slide Nike Mind 001 Black Chrome Preto,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-001-3,HQ4307-001-3,Slide Nike Mind 001 Black Chrome Preto,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-001-4,HQ4307-001-4,Slide Nike Mind 001 Black Chrome Preto,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-001-5,HQ4307-001-5,Slide Nike Mind 001 Black Chrome Preto,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-001-6,HQ4307-001-6,Slide Nike Mind 001 Black Chrome Preto,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-001-7,HQ4307-001-7,Slide Nike Mind 001 Black Chrome Preto,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-001-8,HQ4307-001-8,Slide Nike Mind 001 Black Chrome Preto,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-001-9,HQ4307-001-9,Slide Nike Mind 001 Black Chrome Preto,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-301-37,HQ4307-301-37,Slide Nike Mind 001 Geode Teal Verde,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-301-38,HQ4307-301-38,Slide Nike Mind 001 Geode Teal Verde,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-301-39,HQ4307-301-39,Slide Nike Mind 001 Geode Teal Verde,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-301-40,HQ4307-301-40,Slide Nike Mind 001 Geode Teal Verde,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-301-41,HQ4307-301-41,Slide Nike Mind 001 Geode Teal Verde,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-301-42,HQ4307-301-42,Slide Nike Mind 001 Geode Teal Verde,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-301-43,HQ4307-301-43,Slide Nike Mind 001 Geode Teal Verde,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-301-44,HQ4307-301-44,Slide Nike Mind 001 Geode Teal Verde,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-003-1,HQ4307-003-1,Slide Nike Mind 001 Light Smoke Grey Cinza,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-003-10,HQ4307-003-10,Slide Nike Mind 001 Light Smoke Grey Cinza,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-003-11,HQ4307-003-11,Slide Nike Mind 001 Light Smoke Grey Cinza,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-003-12,HQ4307-003-12,Slide Nike Mind 001 Light Smoke Grey Cinza,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-003-13,HQ4307-003-13,Slide Nike Mind 001 Light Smoke Grey Cinza,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-003-15,HQ4307-003-15,Slide Nike Mind 001 Light Smoke Grey Cinza,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-003-2,HQ4307-003-2,Slide Nike Mind 001 Light Smoke Grey Cinza,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-003-3,HQ4307-003-3,Slide Nike Mind 001 Light Smoke Grey Cinza,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-003-4,HQ4307-003-4,Slide Nike Mind 001 Light Smoke Grey Cinza,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-003-5,HQ4307-003-5,Slide Nike Mind 001 Light Smoke Grey Cinza,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-003-6,HQ4307-003-6,Slide Nike Mind 001 Light Smoke Grey Cinza,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-003-7,HQ4307-003-7,Slide Nike Mind 001 Light Smoke Grey Cinza,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-003-8,HQ4307-003-8,Slide Nike Mind 001 Light Smoke Grey Cinza,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-003-9,HQ4307-003-9,Slide Nike Mind 001 Light Smoke Grey Cinza,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-100-34,HQ4307-100-34,Slide Nike Mind 001 Sail Bege,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-100-35,HQ4307-100-35,Slide Nike Mind 001 Sail Bege,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-100-36,HQ4307-100-36,Slide Nike Mind 001 Sail Bege,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-100-37,HQ4307-100-37,Slide Nike Mind 001 Sail Bege,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-100-38,HQ4307-100-38,Slide Nike Mind 001 Sail Bege,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-100-39,HQ4307-100-39,Slide Nike Mind 001 Sail Bege,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-100-40,HQ4307-100-40,Slide Nike Mind 001 Sail Bege,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-100-41,HQ4307-100-41,Slide Nike Mind 001 Sail Bege,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-100-42,HQ4307-100-42,Slide Nike Mind 001 Sail Bege,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-100-43,HQ4307-100-43,Slide Nike Mind 001 Sail Bege,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,True
online:pt:BR:HQ4307-100-44,HQ4307-100-44,Slide Nike Mind 001 Sail Bege,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,False
online:pt:BR:HQ4307-100-45,HQ4307-100-45,Slide Nike Mind 001 Sail Bege,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,False
online:pt:BR:HQ4307-100-46,HQ4307-100-46,Slide Nike Mind 001 Sail Bege,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,False
online:pt:BR:HQ4307-600-1,HQ4307-600-1,Slide Nike Mind 001 Solar Red Vermelho,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,False
online:pt:BR:HQ4307-600-10,HQ4307-600-10,Slide Nike Mind 001 Solar Red Vermelho,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,False
online:pt:BR:HQ4307-600-11,HQ4307-600-11,Slide Nike Mind 001 Solar Red Vermelho,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,False
online:pt:BR:HQ4307-600-12,HQ4307-600-12,Slide Nike Mind 001 Solar Red Vermelho,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,False
online:pt:BR:HQ4307-600-2,HQ4307-600-2,Slide Nike Mind 001 Solar Red Vermelho,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,False
online:pt:BR:HQ4307-600-3,HQ4307-600-3,Slide Nike Mind 001 Solar Red Vermelho,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,False
online:pt:BR:HQ4307-600-4,HQ4307-600-4,Slide Nike Mind 001 Solar Red Vermelho,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,False
online:pt:BR:HQ4307-600-5,HQ4307-600-5,Slide Nike Mind 001 Solar Red Vermelho,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,False
online:pt:BR:HQ4307-600-6,HQ4307-600-6,Slide Nike Mind 001 Solar Red Vermelho,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,False
online:pt:BR:HQ4307-600-7,HQ4307-600-7,Slide Nike Mind 001 Solar Red Vermelho,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,False
online:pt:BR:HQ4307-600-8,HQ4307-600-8,Slide Nike Mind 001 Solar Red Vermelho,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,False
online:pt:BR:HQ4307-600-9,HQ4307-600-9,Slide Nike Mind 001 Solar Red Vermelho,Nike,Vestuário e acessórios > Sapatos,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,False
online:pt:BR:HQ4307-101-34,HQ4307-101-34,Slide Nike Mind 001 White Speed Red Branco,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,False
online:pt:BR:HQ4307-101-35,HQ4307-101-35,Slide Nike Mind 001 White Speed Red Branco,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,False
online:pt:BR:HQ4307-101-36,HQ4307-101-36,Slide Nike Mind 001 White Speed Red Branco,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,False
online:pt:BR:HQ4307-101-37,HQ4307-101-37,Slide Nike Mind 001 White Speed Red Branco,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,False
online:pt:BR:HQ4307-101-38,HQ4307-101-38,Slide Nike Mind 001 White Speed Red Branco,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,False
online:pt:BR:HQ4307-101-39,HQ4307-101-39,Slide Nike Mind 001 White Speed Red Branco,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,False
online:pt:BR:HQ4307-101-40,HQ4307-101-40,Slide Nike Mind 001 White Speed Red Branco,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,False
online:pt:BR:HQ4307-101-41,HQ4307-101-41,Slide Nike Mind 001 White Speed Red Branco,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,False
online:pt:BR:HQ4307-101-42,HQ4307-101-42,Slide Nike Mind 001 White Speed Red Branco,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,False
online:pt:BR:HQ4307-101-43,HQ4307-101-43,Slide Nike Mind 001 White Speed Red Branco,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,False
online:pt:BR:HQ4307-101-44,HQ4307-101-44,Slide Nike Mind 001 White Speed Red Branco,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,False
online:pt:BR:HQ4307-101-45,HQ4307-101-45,Slide Nike Mind 001 White Speed Red Branco,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,False
online:pt:BR:HQ4307-101-46,HQ4307-101-46,Slide Nike Mind 001 White Speed Red Branco,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,False
online:pt:BR:JR8179-1,JR8179-1,Tenis Adidas Gazelle Stack Collegiate Green Cream White Verde,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,False
online:pt:BR:MR530AA-37,MR530AA-37,Tenis New Balance 530 Beige Angora Creme,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,False
online:pt:BR:MR530AA-38,MR530AA-38,Tenis New Balance 530 Beige Angora Creme,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,False
online:pt:BR:MR530AA-39,MR530AA-39,Tenis New Balance 530 Beige Angora Creme,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,False
online:pt:BR:MR530AA-40,MR530AA-40,Tenis New Balance 530 Beige Angora Creme,,,[],Apparel & Accessories > Shoes,"[""Calçados""]",title sneaker-shoe/model token,False
