priority,product_id,offer_id,reconciliation_offer_id,channel,title,action,reason,has_online_counterpart,has_local_counterpart,matches_shopify_sku,matches_shopify_variant_id,approval_status
P1,local:pt:BR:LIA_IU4902-900-37,LIA_IU4902-900-37,IU4902-900-37,local,Tênis Nike Kobe 11 Protro Mamba Day Dourado,cleanup_candidate_local_duplicate_preview_only,same_offer_id_exists_as_online_and_local,True,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_IU4902-900-38,LIA_IU4902-900-38,IU4902-900-38,local,Tênis Nike Kobe 11 Protro Mamba Day Dourado,cleanup_candidate_local_duplicate_preview_only,same_offer_id_exists_as_online_and_local,True,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_IU4902-900-39,LIA_IU4902-900-39,IU4902-900-39,local,Tênis Nike Kobe 11 Protro Mamba Day Dourado,cleanup_candidate_local_duplicate_preview_only,same_offer_id_exists_as_online_and_local,True,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_IU4902-900-40,LIA_IU4902-900-40,IU4902-900-40,local,Tênis Nike Kobe 11 Protro Mamba Day Dourado,cleanup_candidate_local_duplicate_preview_only,same_offer_id_exists_as_online_and_local,True,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_IU4902-900-41,LIA_IU4902-900-41,IU4902-900-41,local,Tênis Nike Kobe 11 Protro Mamba Day Dourado,cleanup_candidate_local_duplicate_preview_only,same_offer_id_exists_as_online_and_local,True,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_IU4902-900-42,LIA_IU4902-900-42,IU4902-900-42,local,Tênis Nike Kobe 11 Protro Mamba Day Dourado,cleanup_candidate_local_duplicate_preview_only,same_offer_id_exists_as_online_and_local,True,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_IU4902-900-43,LIA_IU4902-900-43,IU4902-900-43,local,Tênis Nike Kobe 11 Protro Mamba Day Dourado,cleanup_candidate_local_duplicate_preview_only,same_offer_id_exists_as_online_and_local,True,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_IU4902-900-44,LIA_IU4902-900-44,IU4902-900-44,local,Tênis Nike Kobe 11 Protro Mamba Day Dourado,cleanup_candidate_local_duplicate_preview_only,same_offer_id_exists_as_online_and_local,True,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_SLCRBVNV-4,LIA_SLCRBVNV-4,SLCRBVNV-4,local,Camiseta Slyce Racquet Club Bordada Azul Marinho,cleanup_candidate_local_duplicate_preview_only,same_offer_id_exists_as_online_and_local,True,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_SS26AH029,LIA_SS26AH029,SS26AH029,local,Boné Aimé Leon Dore Sun Faded Unisphere Agave Green Verde,cleanup_candidate_local_duplicate_preview_only,same_offer_id_exists_as_online_and_local,True,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_11020158,LIA_11020158,11020158,local,Jaqueta Lululemon Define Nulu,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_1183A592200,LIA_1183A592200,1183A592200,local,Tênis Onitsuka Tiger Mexico 66 SD Birch Silver Bege,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_1183B566 021-1,LIA_1183B566 021-1,1183B566 021-1,local,Tênis Onitsuka Tiger Mexico 66 Chrome Silver Prata,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_1183B566 021-2,LIA_1183B566 021-2,1183B566 021-2,local,Tênis Onitsuka Tiger Mexico 66 Chrome Silver Prata,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_1183B566 021-3,LIA_1183B566 021-3,1183B566 021-3,local,Tênis Onitsuka Tiger Mexico 66 Chrome Silver Prata,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_1183B566 021-4,LIA_1183B566 021-4,1183B566 021-4,local,Tênis Onitsuka Tiger Mexico 66 Chrome Silver Prata,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_1183B566 021-5,LIA_1183B566 021-5,1183B566 021-5,local,Tênis Onitsuka Tiger Mexico 66 Chrome Silver Prata,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_1183B566 021-6,LIA_1183B566 021-6,1183B566 021-6,local,Tênis Onitsuka Tiger Mexico 66 Chrome Silver Prata,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_1183B566 021-9,LIA_1183B566 021-9,1183B566 021-9,local,Tênis Onitsuka Tiger Mexico 66 Chrome Silver Prata,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_1183C102 751-1,LIA_1183C102 751-1,1183C102 751-1,local,Tênis Onitsuka Tiger Mexico 66 Kill Bill Amarelo,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_1183C102 751-11,LIA_1183C102 751-11,1183C102 751-11,local,Tênis Onitsuka Tiger Mexico 66 Kill Bill Amarelo,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_1183C102 751-2,LIA_1183C102 751-2,1183C102 751-2,local,Tênis Onitsuka Tiger Mexico 66 Kill Bill Amarelo,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_1183C102 751-3,LIA_1183C102 751-3,1183C102 751-3,local,Tênis Onitsuka Tiger Mexico 66 Kill Bill Amarelo,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_1183C10200,LIA_1183C10200,1183C10200,local,Tênis Onitsuka Tiger Mexico 66 Black and White Preto,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_1183C102100,LIA_1183C102100,1183C102100,local,Tênis Onitsuka Tiger Mexico 66 White Blue Branco,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_1183C123.200,LIA_1183C123.200,1183C123.200,local,Tênis Onitsuka Tiger Mexico 66 Sabot Birch Peacoat Bege,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_1183C431020,LIA_1183C431020,1183C431020,local,Tênis Onitsuka Tiger Tokuten Cinza,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_1183C468.300,LIA_1183C468.300,1183C468.300,local,Tênis Onitsuka Tiger Mexico 66 SD Metallic Series Pale Mint Cream Azul,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_1FY4567-45,LIA_1FY4567-45,1FY4567-45,local,Tênis Yeezy Foam Runner Sand Bege,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_205759 610-2,LIA_205759 610-2,205759 610-2,local,Crocs Classic Clog x The Cars Lightning McQueen Vermelho,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_205759 610-3,LIA_205759 610-3,205759 610-3,local,Crocs Classic Clog x The Cars Lightning McQueen Vermelho,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_205759 610-4,LIA_205759 610-4,205759 610-4,local,Crocs Classic Clog x The Cars Lightning McQueen Vermelho,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_205759 610-5,LIA_205759 610-5,205759 610-5,local,Crocs Classic Clog x The Cars Lightning McQueen Vermelho,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_205759 610-6,LIA_205759 610-6,205759 610-6,local,Crocs Classic Clog x The Cars Lightning McQueen Vermelho,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_205759 610-7,LIA_205759 610-7,205759 610-7,local,Crocs Classic Clog x The Cars Lightning McQueen Vermelho,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_205759 610-8,LIA_205759 610-8,205759 610-8,local,Crocs Classic Clog x The Cars Lightning McQueen Vermelho,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_205759 610-9,LIA_205759 610-9,205759 610-9,local,Crocs Classic Clog x The Cars Lightning McQueen Vermelho,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_209373 3TX-1,LIA_209373 3TX-1,209373 3TX-1,local,Tênis Crocs Classic Clog x DreamWorks Sherek Verde,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_39884702,LIA_39884702,39884702,local,Tênis Puma Speedcat Archive Haute Coffee Frosted Ivory Marrom,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_43774078386840,LIA_43774078386840,43774078386840,local,Pop Mart Labubu The Monsters Coca Cola Series Happy Factor Vinyl Plush Pingente,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_553558030,LIA_553558030,553558030,local,Tênis Nike Air Jordan 1 Low Light Smoke Grey Cinza,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ADI-3400542-34,LIA_ADI-3400542-34,ADI-3400542-34,local,Tênis Adidas Tokyo Crew White Floral Embroidery Branco,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ADI-3400542-35,LIA_ADI-3400542-35,ADI-3400542-35,local,Tênis Adidas Tokyo Crew White Floral Embroidery Branco,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ADI-3400542-36,LIA_ADI-3400542-36,ADI-3400542-36,local,Tênis Adidas Tokyo Crew White Floral Embroidery Branco,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ADI-3400542-37,LIA_ADI-3400542-37,ADI-3400542-37,local,Tênis Adidas Tokyo Crew White Floral Embroidery Branco,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ADI-3400542-38,LIA_ADI-3400542-38,ADI-3400542-38,local,Tênis Adidas Tokyo Crew White Floral Embroidery Branco,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ADI-3400542-39,LIA_ADI-3400542-39,ADI-3400542-39,local,Tênis Adidas Tokyo Crew White Floral Embroidery Branco,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ADI-3400542-40,LIA_ADI-3400542-40,ADI-3400542-40,local,Tênis Adidas Tokyo Crew White Floral Embroidery Branco,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ADI-9091550-34,LIA_ADI-9091550-34,ADI-9091550-34,local,Tênis Adidas Samba OG Valentine's Day,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ADI-9091550-35,LIA_ADI-9091550-35,ADI-9091550-35,local,Tênis Adidas Samba OG Valentine's Day,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ADI-9091550-36,LIA_ADI-9091550-36,ADI-9091550-36,local,Tênis Adidas Samba OG Valentine's Day,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ADI-9091550-37,LIA_ADI-9091550-37,ADI-9091550-37,local,Tênis Adidas Samba OG Valentine's Day,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ADI-9091550-38,LIA_ADI-9091550-38,ADI-9091550-38,local,Tênis Adidas Samba OG Valentine's Day,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ADI-9091550-39,LIA_ADI-9091550-39,ADI-9091550-39,local,Tênis Adidas Samba OG Valentine's Day,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ALD-2352094-L,LIA_ALD-2352094-L,ALD-2352094-L,local,Camiseta Aimé Leon Dore Queens Crest Pocket Pine Grove Verde,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ALD-2352094-M,LIA_ALD-2352094-M,ALD-2352094-M,local,Camiseta Aimé Leon Dore Queens Crest Pocket Pine Grove Verde,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ALD-2352094-S,LIA_ALD-2352094-S,ALD-2352094-S,local,Camiseta Aimé Leon Dore Queens Crest Pocket Pine Grove Verde,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ALD-2352094-XL,LIA_ALD-2352094-XL,ALD-2352094-XL,local,Camiseta Aimé Leon Dore Queens Crest Pocket Pine Grove Verde,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ALD-2515934-L,LIA_ALD-2515934-L,ALD-2515934-L,local,Camiseta Aimé Leon Dore Musician Graphic Preta,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ALD-2515934-M,LIA_ALD-2515934-M,ALD-2515934-M,local,Camiseta Aimé Leon Dore Musician Graphic Preta,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ALD-2515934-S,LIA_ALD-2515934-S,ALD-2515934-S,local,Camiseta Aimé Leon Dore Musician Graphic Preta,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ALD-2515934-XL,LIA_ALD-2515934-XL,ALD-2515934-XL,local,Camiseta Aimé Leon Dore Musician Graphic Preta,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ALD-3072990-OS,LIA_ALD-3072990-OS,ALD-3072990-OS,local,Boné Aime Leon Dore Washed Script Plaza Taupe Bege,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ALD-3105758-OS,LIA_ALD-3105758-OS,ALD-3105758-OS,local,Boné Aime Leon Dore Washed Script Jet Black Preto,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ALD-3138526-L,LIA_ALD-3138526-L,ALD-3138526-L,local,Moletom Aimé Leon Dore Unisphere Botanical Green Verde,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ALD-3138526-M,LIA_ALD-3138526-M,ALD-3138526-M,local,Moletom Aimé Leon Dore Unisphere Botanical Green Verde,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ALD-3138526-S,LIA_ALD-3138526-S,ALD-3138526-S,local,Moletom Aimé Leon Dore Unisphere Botanical Green Verde,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ALD-3138526-XL,LIA_ALD-3138526-XL,ALD-3138526-XL,local,Moletom Aimé Leon Dore Unisphere Botanical Green Verde,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ALD-3381470-G,LIA_ALD-3381470-G,ALD-3381470-G,local,Camiseta Aimé Leon Dore Pappoús Logo Navy Blazer Azul,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ALD-3381470-M,LIA_ALD-3381470-M,ALD-3381470-M,local,Camiseta Aimé Leon Dore Pappoús Logo Navy Blazer Azul,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ALD-3381470-P,LIA_ALD-3381470-P,ALD-3381470-P,local,Camiseta Aimé Leon Dore Pappoús Logo Navy Blazer Azul,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ALD-4075486-L,LIA_ALD-4075486-L,ALD-4075486-L,local,Camiseta Aimé Leon Dore Unisphere Pristine Off White,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ALD-4075486-M,LIA_ALD-4075486-M,ALD-4075486-M,local,Camiseta Aimé Leon Dore Unisphere Pristine Off White,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ALD-4075486-S,LIA_ALD-4075486-S,ALD-4075486-S,local,Camiseta Aimé Leon Dore Unisphere Pristine Off White,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ALD-4108254-L,LIA_ALD-4108254-L,ALD-4108254-L,local,Camiseta Aimé Leon Dore Unisphere Black White Preto,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ALD-4108254-M,LIA_ALD-4108254-M,ALD-4108254-M,local,Camiseta Aimé Leon Dore Unisphere Black White Preto,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ALD-4108254-S,LIA_ALD-4108254-S,ALD-4108254-S,local,Camiseta Aimé Leon Dore Unisphere Black White Preto,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ALD-7957726-L,LIA_ALD-7957726-L,ALD-7957726-L,local,Camisa Aimé Leon Dore Fassianos Half-Zip Cycling Off White,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ALD-7957726-M,LIA_ALD-7957726-M,ALD-7957726-M,local,Camisa Aimé Leon Dore Fassianos Half-Zip Cycling Off White,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ALD-7957726-S,LIA_ALD-7957726-S,ALD-7957726-S,local,Camisa Aimé Leon Dore Fassianos Half-Zip Cycling Off White,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ALD-7957726-XL,LIA_ALD-7957726-XL,ALD-7957726-XL,local,Camisa Aimé Leon Dore Fassianos Half-Zip Cycling Off White,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ALD-8631262-OS,LIA_ALD-8631262-OS,ALD-8631262-OS,local,Boné 5 Panel Aimé Leon Dore Unisphere Azul,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ALD-8696798-OS,LIA_ALD-8696798-OS,ALD-8696798-OS,local,Boné Aimé Leon Dore Micro Logo Jet Black Preto,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ALD-9318238-G,LIA_ALD-9318238-G,ALD-9318238-G,local,Camiseta Aimé Leon Dore Pappoús Logo Pristine Off White,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ALD-9318238-M,LIA_ALD-9318238-M,ALD-9318238-M,local,Camiseta Aimé Leon Dore Pappoús Logo Pristine Off White,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
P1,local:pt:BR:LIA_ALD-9318238-P,LIA_ALD-9318238-P,ALD-9318238-P,local,Camiseta Aimé Leon Dore Pappoús Logo Pristine Off White,investigate_or_suppress_local_orphan_preview_only,local_offer_id_not_found_after_lia_normalization_in_shopify_sku_or_variant_ids,False,True,False,False,preview_only_requires_explicit_cleanup_approval
